track_id,g_S,g_A,g_D,g_E,context_label
359,0.2639376314581454,0.7821254967677589,0.3333333333333333,1.0,sparse_day
360,0.25195121220140143,0.9081644359867571,0.3333333333333333,1.0,sparse_day
361,0.23060054371295552,0.9301287707810114,0.4166666666666667,0.0,sparse_day
362,0.24340498231852645,0.9400697628027469,0.5,0.41935483870967744,dense_day
363,0.2623974135054865,0.9692786821308086,0.4166666666666667,0.06451612903225806,sparse_day
364,0.31509775015878333,0.741228982364674,0.5,1.0,dense_day
365,0.24536744615177528,0.8668073550102557,0.4166666666666667,0.06451612903225806,sparse_day
366,0.19185361445436194,0.9505777458423058,0.25,1.0,sparse_day
367,0.15311093727096736,0.9471214456698687,0.5,0.0,dense_day
368,0.38100808010517956,0.8189863350095089,0.3333333333333333,1.0,sparse_day
369,0.3769048272181187,0.9686978300286437,0.5,1.0,dense_day
370,0.1751879766995934,0.8967284582812656,0.4166666666666667,1.0,sparse_day
371,0.2762012329185209,0.8001859735574905,0.5,0.0,dense_day
372,0.27476309691086237,0.9184611135526647,0.75,0.0,dense_day
373,0.4462300691801889,0.9747613930956058,0.5833333333333334,1.0,dense_day
374,0.44692924400171147,0.8803842166180462,0.3333333333333333,0.0,sparse_day
375,0.25394215916848506,0.912724796424186,0.5833333333333334,1.0,dense_day
376,0.2632015984716035,0.9790447981345655,0.5,1.0,dense_day
